Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,SIGLA,Modalidade2,Data de Abertura,Objeto,ClassObjeto,Razão Social,Total Adjudicado,Valor
250.000.024.802.021,DISPENSA DE LICITAÇÃO,22/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ÁCIDO URSODESOXICÓLICO 150MG) ,22/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ÁCIDO URSODESOXICÓLICO 150MG) ,Compra de Medicamentos,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,70.875,70875
252.160.021.162.021,DISPENSA DE LICITAÇÃO,22/11/2021,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,SERVIÇO CORRETIVO COM AQUISIÇÃO DE PEÇAS EM APARELHO DE RAIO-X FIXO EM CARATER EMERGENCIAL,22/11/2021,SERVIÇO CORRETIVO COM AQUISIÇÃO DE PEÇAS EM APARELHO DE RAIO-X FIXO EM CARATER EMERGENCIAL,Conserto e Manutenção de equipamentos,19.692.519/0001-06 - DARIO RODRIGUES DA SILVA,46.5,46500
300.000.298.712.021,DISPENSA DE LICITAÇÃO,22/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM PATOS,22/11/2021,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM PATOS,Locação de Imóvel,950.996.974-53 - FRANCISCA GOMES ARAÚJO MOTA,8.6,8600
250.000.016.082.021,DISPENSA DE LICITAÇÃO,23/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,23/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,393.516,393516
250.000.024.822.021,DISPENSA DE LICITAÇÃO,23/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CALCIPOTRIOL 50MCG/G) ,23/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CALCIPOTRIOL 50MCG/G) ,Compra de Medicamentos,11.424.477/0002-00 - LEO PHARMA LTDA,11.049,11049
250.000.026.292.021,DISPENSA DE LICITAÇÃO,23/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE ABSORVENTES HIGIÊNICOS,23/11/2021,AQUISIÇÃO EMERGENCIAL DE ABSORVENTES HIGIÊNICOS,Materiais de Expediente,01.478.812/0001-00 - SERGYENE INDUSTRIA E COMERCIO LTDA,2.051.436,2051436
252.030.015.272.021,DISPENSA DE LICITAÇÃO,23/11/2021,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM SERVIÇO DE VIGILÂNCIA ARMADA,23/11/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM SERVIÇO DE VIGILÂNCIA ARMADA,Contratação de serviços em geral,10.446.347/0001-16 - FORÇA ALERTA SEGURANÇA E TRANSPORTE DE VALORES LTDA,244.71,244710
252.050.121.292.021,DISPENSA DE LICITAÇÃO,23/11/2021,1,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,SES,LOCAÇÃO DE GERADOR ELÉTRICO,23/11/2021,LOCAÇÃO DE GERADOR ELÉTRICO,Locação de Imóvel,15.353.461/0001-15 - AMBAR SERVICOS EIRELI - ME,82.8,82800
250.000.008.852.021,DISPENSA DE LICITAÇÃO,24/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL PARA SERVIÇO DE SESSÕES DE OXIGENIOTERAPIA HIPERBÁRICA COM CURATIVOS,24/11/2021,CONTRATAÇÃO EMERGENCIAL PARA SERVIÇO DE SESSÕES DE OXIGENIOTERAPIA HIPERBÁRICA COM CURATIVOS,Contratação de serviços em geral,28.154.149/0001-44 - CLINICA MEDICA HIPERBARICA PARAIBA LTDA,26.5,26500
252.160.021.332.021,DISPENSA DE LICITAÇÃO,24/11/2021,3,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE MEDICAMENTOS EM CARATER EMERGENCIAL ,24/11/2021,AQUISIÇÃO DE MEDICAMENTOS EM CARATER EMERGENCIAL ,Compra de Medicamentos,08.674.752/0001-40 - CIRURGICA MONTEBELLO LTDA,371.03,371030
300.000.118.802.021,DISPENSA DE LICITAÇÃO,24/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL EEEF FREI MARTINHO EM JOÃO PESSOA,24/11/2021,LOCAÇÃO DE IMÓVEL EEEF FREI MARTINHO EM JOÃO PESSOA,Locação de Imóvel,09.140.351/0021-16 - ARQUIDIOCESE DA PARAÍBA (PARÓQUIA SÃO JOSÉ OPERÁRIO),4.9,4900
250.000.015.692.021,DISPENSA DE LICITAÇÃO,25/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,25/11/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,Contratação de serviços em geral,05.238.398/0001-12 - NORDESTE SERVIÇOS MÉDICOS LTDA,126,126000
250.000.021.222.021,DISPENSA DE LICITAÇÃO,25/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,25/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,31.438,31438
252.400.002.442.021,DISPENSA DE LICITAÇÃO,25/11/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE ANÁLISES CLINICAS.,25/11/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE ANÁLISES CLINICAS.,Exame Hospitalar,04.938.960/0001-58 - RM LABORATORIO CLINICO LTDA ME,2.391.518,2391518
300.004.438.802.021,DISPENSA DE LICITAÇÃO,25/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL ESCOLA PROFISSIONAL MONTE CARMELO EM CAJAZEIRAS,25/11/2021,LOCAÇÃO DE IMÓVEL ESCOLA PROFISSIONAL MONTE CARMELO EM CAJAZEIRAS,Locação de Imóvel,08.757.312/0001-56 - CONGREGAÇÃO DAS IRMÃS MISSIONÁRIAS CARMELITAS,5.5,5500
250.000.011.572.021,DISPENSA DE LICITAÇÃO,26/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE CADEIRAS DE RODAS MOTORIZADA,26/11/2021,AQUISIÇÃO EMERGENCIAL DE CADEIRAS DE RODAS MOTORIZADA,Materiais e Equipamentos Hospitalares,42.355.497/0001-00 - SULUMAT DISTRIBUIDORA DE PRODUTOS CIRURGICOS LTDA,9.226,9226
252.150.001.842.021,DISPENSA DE LICITAÇÃO,26/11/2021,4,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,AQUISIÇÃO OPME EXTRA SUS PARA ORTOPEDIA – PRÓTESES E LIGAMENTOS,26/11/2021,AQUISIÇÃO OPME EXTRA SUS PARA ORTOPEDIA – PRÓTESES E LIGAMENTOS,Materiais e Equipamentos Hospitalares,39.825.198/0001-88 - ORTHOVIDA MATERIAIS CIRURGICOS HOSPITALARES EIRELI,1.666.957,1666957
252.400.002.452.021,DISPENSA DE LICITAÇÃO,26/11/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,CONTRATAÇÃO DO SERVIÇO DE SISTEMA DE SOFTWARE DESTINADO AO COMBATE AO COVID-19. ,26/11/2021,CONTRATAÇÃO DO SERVIÇO DE SISTEMA DE SOFTWARE DESTINADO AO COMBATE AO COVID-19. ,Serviços de TI,33.692.733/0001-93 - CORIOLANO ANTONIO DE LEMOS SA  01397457422,30,30000
300.001.432.152.021,DISPENSA DE LICITAÇÃO,26/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL 33º SALÃO DE ARTESANATO PARAIBANO,26/11/2021,LOCAÇÃO DE IMÓVEL 33º SALÃO DE ARTESANATO PARAIBANO,Locação de Imóvel,11.859.597/0001-40 - ALBERTO RIBEIRO COUTINHO,27.5,27500
250.000.017.262.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,30/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,255.667,255667
250.000.027.252.021,DISPENSA DE LICITAÇÃO,30/11/2021,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,30/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,1.125,1125
250.000.027.302.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA DEGLUDECA 100UI/ML),30/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA DEGLUDECA 100UI/ML),Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,5.826,5826
250.000.027.342.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,30/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,518,518
250.000.027.582.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SONDA DE GASTROSTOMIA,30/11/2021,AQUISIÇÃO EMERGENCIAL DE SONDA DE GASTROSTOMIA,Materiais e Equipamentos Hospitalares,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,1,1000
252.400.002.462.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE DESINSETIZAÇÃO,,,Contratação de serviços em geral,,,
252.400.002.482.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,CONTRATAÇÃO DO SERVIÇO DE SISTEMA DE SOFTWARE.,30/11/2021,CONTRATAÇÃO DO SERVIÇO DE SISTEMA DE SOFTWARE.,Serviços de TI,33.692.733/0001-93 - CORIOLANO ANTONIO DE LEMOS SA  01397457422,42,42000
252.400.002.492.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,MANUTENÇÃO PREVENTIVA E CORRETIVA EM MÁQ. E EQUIP. MÉDICO HOSPITALAR.,30/11/2021,MANUTENÇÃO PREVENTIVA E CORRETIVA EM MÁQ. E EQUIP. MÉDICO HOSPITALAR.,Conserto e Manutenção de equipamentos,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,271.26,271260
252.400.002.512.021,DISPENSA DE LICITAÇÃO,30/11/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,MANUTENÇÃO PREV. E CORRETIVA EM MÁQ. E EQUIP. MÉDICO HOSPITALAR  DESTINADO AO COMBATE AO COVID-19.,30/11/2021,MANUTENÇÃO PREV. E CORRETIVA EM MÁQ. E EQUIP. MÉDICO HOSPITALAR  DESTINADO AO COMBATE AO COVID-19.,Conserto e Manutenção de equipamentos,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,237.06,237060
250.000.024.832.021,DISPENSA DE LICITAÇÃO,1/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,1/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,Compra de Medicamentos,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,2.455,2455
250.000.027.272.021,DISPENSA DE LICITAÇÃO,1/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,1/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,428,428
252.030.018.482.021,DISPENSA DE LICITAÇÃO,1/12/2021,3,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,SES,CONTRATA. EMERGENCIAL DE EMPRESA ESPECIALI. EM MANU. PREV. E CORRE. DE EQUIPA. MÉDI. HOSPITALARES,1/12/2021,CONTRATA. EMERGENCIAL DE EMPRESA ESPECIALI. EM MANU. PREV. E CORRE. DE EQUIPA. MÉDI. HOSPITALARES,Conserto e Manutenção de equipamentos,24.941.228/0001-44 - FARMATEC - MANUTENCAO E COMERCIO DE EQUIPAMENTOS HOSPITALAR EIRELI,39.035,39035
252.400.002.592.021,DISPENSA DE LICITAÇÃO,1/12/2021,7,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE MEDICAMENTOS. ,1/12/2021,AQUISIÇÃO DE MEDICAMENTOS. ,Compra de Medicamentos,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
250.000.007.102.021,DISPENSA DE LICITAÇÃO,2/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS ,2/12/2021,CONTRATAÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS ,Contratação de serviços em geral,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,865.116,865116
252.150.001.532.021,DISPENSA DE LICITAÇÃO,2/12/2021,1,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,SERVIÇO DE LOCAÇÃO DE EQUIPAMENTO DE ULTRASSONOGRAFIA DIGITAL,2/12/2021,SERVIÇO DE LOCAÇÃO DE EQUIPAMENTO DE ULTRASSONOGRAFIA DIGITAL,Materiais de Expediente,20.212.885/0001-08 - CURE COMERCIO ATACADISTA DE MATERIAIS MEDICOS IMPORTACAO E REPRESENTACAO LTDA,237,237000
252.400.002.582.021,DISPENSA DE LICITAÇÃO,2/12/2021,4,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE INSUMOS PARA A AGÊNCIA TRANSFUSIONAL.,2/12/2021,AQUISIÇÃO DE INSUMOS PARA A AGÊNCIA TRANSFUSIONAL.,Materiais e Equipamentos Hospitalares,10.833.520/0001-39 - CIDALAB COMERCIO DE ARTIGOS LABORATORIAIS E HOSPITALARES LTDA - ME,23.433,23433
252.400.002.622.021,DISPENSA DE LICITAÇÃO,2/12/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE CANETAS E PLACAS DE BISTURI. ,2/12/2021,AQUISIÇÃO DE CANETAS E PLACAS DE BISTURI. ,Materiais de Expediente,11.758.108/0001-64 - SERVMED COMERCIO E SERVICO DE LOCACAO DE EQUIPAMENTOS HOSPITALARES LTDA - ME,68.1,68100
300.000.338.242.021,DISPENSA DE LICITAÇÃO,2/12/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM ITATUBA,2/12/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM ITATUBA,Locação de Imóvel,281.695.304-15 - MARIA ELZA MARTINS DE ANDRADE,540,540
250.000.023.912.021,DISPENSA DE LICITAÇÃO,3/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (TROPICH 1.5 PRODIET) ,3/12/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (TROPICH 1.5 PRODIET) ,Suplementos e Leite Fórmula,19.960.546/0001-12 - JL PRODUTOS ALIMENTÍCIOS EIRELI -ME,7.776,7776
252.040.002.212.021,DISPENSA DE LICITAÇÃO,3/12/2021,2,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,SES,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR.,3/12/2021,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR.,Materiais e Equipamentos Hospitalares,42.890.879/0001-34 - KCL COSTA COMERCIO ATACADISTA,134.176,134176
252.400.002.642.021,DISPENSA DE LICITAÇÃO,3/12/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADO ,3/12/2021,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADO ,Conserto e Manutenção de equipamentos,14.172.356/0001-17 - FRANCISCO PEREIRA DA SILVA,44.688,44688
252.400.002.652.021,DISPENSA DE LICITAÇÃO,3/12/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADO DESTINADO AO COMBATE AO COVID-19.,3/12/2021,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADO DESTINADO AO COMBATE AO COVID-19.,Conserto e Manutenção de equipamentos,14.172.356/0001-17 - FRANCISCO PEREIRA DA SILVA,27.312,27312
252.400.002.702.021,DISPENSA DE LICITAÇÃO,3/12/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE OUTSOURCING DE IMPRESSÃO DESTINADO AO COMBATE AO COVID-19,3/12/2021,SERVIÇO DE OUTSOURCING DE IMPRESSÃO DESTINADO AO COMBATE AO COVID-19,Serviços Gráficos e de Impressão,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,19.95,19950
252.400.002.712.021,DISPENSA DE LICITAÇÃO,3/12/2021,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE OUTSOURCING DE IMPRESSÃO ,3/12/2021,SERVIÇO DE OUTSOURCING DE IMPRESSÃO ,Serviços Gráficos e de Impressão,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,39,39000
312.050.056.842.021,DISPENSA DE LICITAÇÃO,3/12/2021,1,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,SECTMA,CONTRATAÇÃO DE SERVIÇOS GRÁFICOS,3/12/2021,CONTRATAÇÃO DE SERVIÇOS GRÁFICOS,Serviços Gráficos e de Impressão,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,53.27,53270
252.030.019.672.021,DISPENSA DE LICITAÇÃO,4/12/2021,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,SES,AQUISIÇÃO EMERGENCIAL DE LINHA LÍQUIDA,4/12/2021,AQUISIÇÃO EMERGENCIAL DE LINHA LÍQUIDA,Serviços de telefonia e internet,33.778.280/0001-12 - BAKVEL COM. DE PRODUTOS DE LIMPEZA LTDA,207.507,207507
250.000.003.522.021,DISPENSA DE LICITAÇÃO,6/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OXICODONA 20MG),6/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OXICODONA 20MG),Compra de Medicamentos,05.106.015/0001-52 - CALL MED COMERCIO DE MEDICAMENTOS E REP,,
320.008.000.522.021,DISPENSA DE LICITAÇÃO,7/12/2021,1,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,SEDAP,SERVIÇOS DE ADEQUAÇÃO DA CEASA,7/12/2021,SERVIÇOS DE ADEQUAÇÃO DA CEASA,Obras e serviços de engenharia,02.168.943/0001-53 - FUND. DE EDUC. TEC. E CULTURAL DA PARAIBA FUNETEC-PB,128.9,128900
219.010.001.832.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,SETDE,SETDE,LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS,9/12/2021,LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS,Locação de Imóvel,02.502.673/0001-75 - WELL CAR COMISSÁRIA DE VEICULOS LTDA,12.1,12100
222.040.114.142.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,SEE,SEE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE IMPRESSÃO DE LIVROS ,9/12/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE IMPRESSÃO DE LIVROS ,Serviços Gráficos e de Impressão,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,150,150000
250.000.027.652.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BISOPROLOL FUMARATO 5MG),9/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BISOPROLOL FUMARATO 5MG),Compra de Medicamentos,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,644,644
250.000.028.392.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVEROS,9/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVEROS,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,1.093,1093
250.000.028.442.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (INFATRINI 400G),9/12/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (INFATRINI 400G),Suplementos e Leite Fórmula,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.050.121.522.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,SES,MANUTENÇÃO DE EQUIPAMENTO,9/12/2021,MANUTENÇÃO DE EQUIPAMENTO,Conserto e Manutenção de equipamentos,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,32.13,32130
300.001.477.502.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL COMPANHIA DE POLÍCIA MILITAR EM CONDE,9/12/2021,LOCAÇÃO DE IMÓVEL COMPANHIA DE POLÍCIA MILITAR EM CONDE,Locação de Imóvel,109.903.564-34 - GERALDO MAGELA DAMASIO DE SOUSA,4.5,4500
380.000.019.802.021,DISPENSA DE LICITAÇÃO,9/12/2021,1,POLICIA CIVIL DO ESTADO DA PARAIBA,PCPB,CONTRATAÇÃO DE  EMPRESA DE SERVIÇO DE VIGILÂNCIA ARMADA,9/12/2021,CONTRATAÇÃO DE  EMPRESA DE SERVIÇO DE VIGILÂNCIA ARMADA,Contratação de serviços em geral,09.377.459/0001-83 - KAIROS SEGURANCA LTDA,1.065.595,1065595
220.000.166.082.021,DISPENSA DE LICITAÇÃO,10/12/2021,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,SEE,CONTRATAÇÃO DE INSTITUIÇÃO ESPECIALIZADA EM AVALIAÇÃO EDUCACIONAL EM LARGA ESCALA.,10/12/2021,CONTRATAÇÃO DE INSTITUIÇÃO ESPECIALIZADA EM AVALIAÇÃO EDUCACIONAL EM LARGA ESCALA.,Contratação de serviços em geral,12.671.814/0001-37 - UNIVERSIDADE ESTADUAL DA PARAIBA,6.948.301,6948301
300.000.184.612.021,DISPENSA DE LICITAÇÃO,10/12/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM POMBAL,10/12/2021,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM POMBAL,Locação de Imóvel,287.050.358-05 - MARIA DO SOCORRO DA SILVA MESQUITA,4,4000
222.040.000.812.021,DISPENSA DE LICITAÇÃO,13/12/2021,1,SEE,SEE,AQUISIÇÃO DE UM ESPECTRÔMETRO ,13/12/2021,AQUISIÇÃO DE UM ESPECTRÔMETRO ,Materiais e Equipamentos Hospitalares,00.351.210/0001-24 - PERKINELMER DO BRASIL LTDA,263.278,263278
250.000.027.352.021,DISPENSA DE LICITAÇÃO,13/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ALFAEPOETINA HUMANA RECOMBINANTE 40.000UI S/I),13/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ALFAEPOETINA HUMANA RECOMBINANTE 40.000UI S/I),Compra de Medicamentos,11.367.967/0001-22 - CERTA MEDICAMENTOS COMERCIAL LTDA,19.8,19800
222.040.001.142.021,DISPENSA DE LICITAÇÃO,14/12/2021,1,SEE,SEE,EQUIPAMENTOS DIVERSOS PARA LABORATÓRIO ,14/12/2021,EQUIPAMENTOS DIVERSOS PARA LABORATÓRIO ,Materiais e Equipamentos Hospitalares,47.010.566/0001-68 - TECNAL EQUIPAMENTOS PARA LABORATORIO LTDA,662.95,662950
250.000.022.882.021,DISPENSA DE LICITAÇÃO,14/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (SOMATROPINA DE 4UI E DE 12UI),14/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (SOMATROPINA DE 4UI E DE 12UI),Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,119.025,119025
250.000.027.292.021,DISPENSA DE LICITAÇÃO,14/12/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DABIGATRANA 150MG),14/12/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DABIGATRANA 150MG),Compra de Medicamentos,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,1.134,1134
