id,Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado,month,year,year_month,Siglas,ClasseObj,CagGasto
2562,25.000.001297.2021,SECRETARIA DE ESTADO DA SAÚDE,4/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCTREOTIDA LAR 30MG),04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLÓGICOS LTDA,"34.903,38",34903.38,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2563,25.203.001592.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,4/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECI. EM LOCAÇÃO E INSTALAÇÃO DE USINA DE GASES MEDICINAIS,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"877.240,00",877240,Oct,2021,2021-10,SES,Obras e serviços de engenharia,Acima de 150mil
2564,25.000.001213.2021,SECRETARIA DE ESTADO DA SAÚDE,5/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ALFAEPOETINA HUMANA RECOMBINANTE 4.000UI),11.367.967/0001-22 - CERTA MEDICAMENTOS COMERCIAL LTDA,"7.488,00",7488,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2565,25.234.000037.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,5/10/2021,AQUISIÇÃO DE TESTES PARA DETECÇÃO DE HEMOGLOBINAS ,04.040.450/0001-69 - NORDE-LAB COM.E REPRESENTACOES LTDA,"480.000,00",480000,Oct,2021,2021-10,SES,Exame Hospitalar,Acima de 150mil
2566,25.000.001174.2021,SECRETARIA DE ESTADO DA SAÚDE,6/10/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (ALFARÉ 400 G) ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"8.940,00",8940,Oct,2021,2021-10,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
2567,25.203.001586.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,6/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM LIMPEZA E HIGIENIZAÇÃO HOSPITALAR,04.427.309/0001-13 - ALERTA SERVIÇOS EIRELI - ME,"1.167.201,00",1167201,Oct,2021,2021-10,SES,Contratação de serviços em geral,Acima de 150mil
2568,25.216.001719.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,6/10/2021,AQUISIÇÃO DE ENXOVAL CIRÚRGICO E TECIDOS HOSPITALARES EM CARATER EMERGENCIAL,19.752.596/0001-04 - CENTER COMERCIAL FORMIGA LTDA,"292.069,05",292069.05,Oct,2021,2021-10,SES,Material e Equipamentos Hospitalares,Acima de 150mil
2569,30.000.449012.2021,ENCARGOS GERAIS DO ESTADO,6/10/2021,LOCAÇÃO DE IMÓVEL 4º BATALHÃO DE POLÍCIA MILITAR EM PIRPIRITUBA,237.200.424-72 - DALZISA CASTRO SIMÕES,"500,00",500,Oct,2021,2021-10,EGE,Locação de Imóvel,Abaixo de 50 mil
2570,25.000.001178.2021,SECRETARIA DE ESTADO DA SAÚDE,7/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,56.994.502/0027-79 - NOVARTIS BIOCIENCIAS SA,"27.724,20",27724.2,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2571,25.216.001742.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,7/10/2021,CONTRATAÇÃO DE EMPRESA ESP. EM MANUTENÇÃO PREV.E.CORRETIVA EM CAMA HOSPITALAR ELETRICA - EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"322.500,00",322500,Oct,2021,2021-10,SES,Conserto e Manutenção de equipamentos,Acima de 150mil
2572,27.000.005877.2021,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,7/10/2021,CONTRATAÇÃO EMERGENCIAL PARA CONTINUIDADE DA EXECUÇÃO DO PROGRAMA CARTÃO ALIMENTAÇÃO,12.231.378/0001-85 - I.T. INFORMATION TECHNOLOGY COMÉRCIO E SERVIÇOS DE INFORMÁTICA LTDA,"2.546.440,00",2546440,Oct,2021,2021-10,SEDH,Alimentação Hospitalar,Acima de 150mil
2573,30.000.003879.2021,ENCARGOS GERAIS DO ESTADO,7/10/2021,LOCAÇÃO DE IMÓVEL DESTACAMENTO DA POLÍCIA MILITAR EM SÃO MAMEDE,026.714.994-85 - CLEDIJANE ALVES MEDEIROS,"950,00",950,Oct,2021,2021-10,EGE,Locação de Imóvel,Abaixo de 50 mil
2574,25.215.000161.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,8/10/2021,AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"1.712.712,20",1712712.2,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2575,25.000.001176.2021,SECRETARIA DE ESTADO DA SAÚDE,13/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (BOSENTANA DE 62,5MG E DE 125MG)",11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"57.304,00",57304,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 50mil e 100mil
2576,25.000.001261.2021,SECRETARIA DE ESTADO DA SAÚDE,13/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (GOSSERRELINA DE 10,8MG E DE 3,6MG)",60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"1.566.641,77",1566641.77,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2577,25.215.000173.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,13/10/2021,LEITES E DERIVADOS,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"156.053,40",156053.4,Oct,2021,2021-10,SES,Suplementos e Leite Fórmula,Acima de 150mil
2578,25.216.001758.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/10/2021,AQUISIÇÃO DE ÁGUA MINERAL EM CARATER EMERGENCIAL 180 DIAS,32.515.669/0001-02 - RENATA LIDIA RODRIGUES,"75.400,00",75400,Oct,2021,2021-10,SES,Outros,Entre 50mil e 100mil
2579,25.216.001759.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/10/2021,CONTRATAÇÃO DE MANUTENÇÃO PREV E CORRETIVA EM EQUIP. ELETRICOS COIFAS EM CARATER EMERGENCIAL ,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"48.000,00",48000,Oct,2021,2021-10,SES,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
2580,21.204.001536.2021,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,14/10/2021,"AQUISIÇÃO DE APARELHOS CONDICIONADORES DE AR, COM INSTALAÇÃO.",08.238.974/0001-10 - CAMPOS REFRIGERAÇÃO LTDA,"83.650,00",83650,Oct,2021,2021-10,SETDE,Conserto e Manutenção de equipamentos,Entre 50mil e 100mil
2581,25.000.001225.2021,SECRETARIA DE ESTADO DA SAÚDE,14/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DENOSUMABE 120MG, SOLUÇÃO INJETÁVEL)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"7.632,48",7632.48,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2582,25.000.001363.2021,SECRETARIA DE ESTADO DA SAÚDE,14/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MICOFENOLATO DE MOFETILA 500MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"67.536,00",67536,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 50mil e 100mil
2583,25.000.001365.2021,SECRETARIA DE ESTADO DA SAÚDE,14/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LAPATINIBE, SAL DITOSILATO)",04.307.650/0025-02 - ONCO PROD DIST. DE PROD. HOSP. E ONCOLÓGICOS LTDA,"37.075,50",37075.5,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2584,25.213.000814.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,14/10/2021,"AQUISIÇÃO DE MATERIAIS P/ CIRURGIAS ORTOPÉDICAS, C/ FORNECIM. DE ÓRTESES E PRÓTESES EM REG. COMODATO",41.249.434/0001-07 - PROSMED PRODUTOS MEDICOS COMERCIO LTDA,"492.607,07",492607.07,Oct,2021,2021-10,SES,Material e Equipamentos Hospitalares,Acima de 150mil
2585,25.215.000150.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,15/10/2021,AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"901.927,73",901927.73,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2586,25.216.001789.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIP. RADIOLOGICOS EM CARATER EMERGENCIAL,19.692.519/0001-06 - DARIO RODRIGUES DA SILVA,"300.000,00",300000,Oct,2021,2021-10,SES,Conserto e Manutenção de equipamentos,Acima de 150mil
2587,25.216.001790.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR EM CARATER EMERGENCIAL - 60 DIAS,19.125.796/0001-37 - NORDMARKET COMERCIO DE PRODUTOS HOSPITALARES LTDA,"3.085.668,78",3085668.78,Oct,2021,2021-10,SES,Material e Equipamentos Hospitalares,Acima de 150mil
2588,25.216.001791.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,SERV. DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM BISTURIS ELETRICOS EM CARATER EMERGENCIAL,36.955.189/0001-13 - ALINE DE SOUZA BEZERRA FERREIRA EIRELI,"37.800,00",37800,Oct,2021,2021-10,SES,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
2589,25.216.001792.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM SISTEMA DE VACUO EM CARATER EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"39.600,00",39600,Oct,2021,2021-10,SES,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
2590,25.000.001372.2021,SECRETARIA DE ESTADO DA SAÚDE,18/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"168.429,60",168429.6,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2591,25.000.001436.2021,SECRETARIA DE ESTADO DA SAÚDE,18/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20MG) ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"131.724,00",131724,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 100mil e 150mil
2592,25.000.001624.2021,SECRETARIA DE ESTADO DA SAÚDE,18/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"84.214,80",84214.8,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 50mil e 100mil
2593,25.205.012078.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,18/10/2021,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS ,21.778.760/0001-02 - JF CARNES E FRIOS COMERCIO EIRELI,"304.535,52",304535.52,Oct,2021,2021-10,SES,Alimentação Hospitalar,Acima de 150mil
2594,25.216.001793.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,18/10/2021,AQUISIÇÃO DE MATERIAL DE LAVANDERIA EM CARATER EMERGENCIAL,38.308.355/0001-15 - M&M COMERCIO VAREJISTA DE SANEANTES EIRELI,"168.766,10",168766.1,Oct,2021,2021-10,SES,Outros,Acima de 150mil
2595,25.216.001796.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,18/10/2021,AQUISIÇÃO DE MATERIAL DESCARTAVEL EM CARATER EMERGENCIAL,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"180.243,89",180243.89,Oct,2021,2021-10,SES,Material e Equipamentos Hospitalares,Acima de 150mil
2596,25.203.001599.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,19/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECI. EM LOCA. E INSTA. DE GRUPO GERADOR DE ENERGIA ELÉTRICA,15.353.461/0001-15 - AMBAR SERVICOS EIRELI - ME,"73.800,00",73800,Oct,2021,2021-10,SES,Obras e serviços de engenharia,Entre 50mil e 100mil
2597,25.205.001280.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,19/10/2021,AQUISIÇÃO DE DIETA ENTERAL E SUPLEMENTO ALIMENTAR  ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"220.426,80",220426.8,Oct,2021,2021-10,SES,Suplementos e Leite Fórmula,Acima de 150mil
2598,25.216.001830.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,19/10/2021,AQUISIÇÃO DE MEDICAMENTOS EM CARATER EMERGENCIAL ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","3.411.726,42",3411726.42,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2599,25.000.001362.2021,SECRETARIA DE ESTADO DA SAÚDE,20/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"5.485,41",5485.41,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2600,25.237.000304.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),20/10/2021,CONTRATAÇÃO DE UMA EMPRESA DE SERVIÇOS ESPECIALIZADOS EM SERVIÇOS DE IMPRESSORAS/FOTOCOPIADORAS,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"8.079,00",8079,Oct,2021,2021-10,SES,Serviços Gráficos e de Impressão,Abaixo de 50 mil
2601,25.237.000306.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),20/10/2021,CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA EM ENGENHARIA CLÍNICA,23.384.632/0001-00 - MARIA APARECIDA SANTOS DA SILVA COMERCIO ME,"510.000,00",510000,Oct,2021,2021-10,SES,Obras e serviços de engenharia,Acima de 150mil
2602,25.240.000213.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,20/10/2021,CONTRATAÇÃO DO SERVIÇO DE ESTERELIZAÇÃO.,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA EPP,"196.998,00",196998,Oct,2021,2021-10,SES,Contratação de serviços em geral,Acima de 150mil
2603,30.000.509268.2021,ENCARGOS GERAIS DO ESTADO,20/10/2021,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM ITABAIANA,Razão Social não encontrada,"5.000,00",5000,Oct,2021,2021-10,EGE,Locação de Imóvel,Abaixo de 50 mil
2604,25.000.001638.2021,SECRETARIA DE ESTADO DA SAÚDE,21/10/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (PREGOMIN LATA 400G),29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"6.267,60",6267.6,Oct,2021,2021-10,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
2605,25.213.000802.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,21/10/2021,AQUISIÇÃO DE REAGENTES COM FORNECIMENTO DE EQUIPAMENTOS LABORATORIAIS EM REGIME DE COMODATO,,,,Oct,2021,2021-10,SES,Materiais de Expediente,Abaixo de 50 mil
2606,25.240.000217.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,21/10/2021,AQUISIÇÃO DE NUTRIÇÃO ENTERAL.,41.585.673/0001-38 - ENTERAL MÉDICA COMÉRCIO DE PRODUTOS NUTRICIONAIS E HOSPITALARES LTDA,"29.718,00",29718,Oct,2021,2021-10,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
2607,26.201.004745.2021,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,21/10/2021,AQUISIÇÃO DE ÁLCOOL ETÍLICO E ÁLCOOL EM GEL ,20.498.149/0001-50 - PLASTPEL COMERCIO LTDA - ME,"32.620,00",32620,Oct,2021,2021-10,DETRAN,Materiais de Expediente,Abaixo de 50 mil
2608,30.000.087315.2021,ENCARGOS GERAIS DO ESTADO,21/10/2021,LOCAÇÃO DE IMÓVEL NÚCLEO DE HOMICÍDIOS/GTE DA POLÍCIA CIVIL EM PICUÍ,Razão Social não encontrada,"2.800,00",2800,Oct,2021,2021-10,EGE,Locação de Imóvel,Abaixo de 50 mil
2609,25.000.2705547.2021,SECRETARIA DE ESTADO DA SAÚDE,22/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE,05.238.398/0001-12 - NORDESTE SERVIÇOS MEDICOS LTDA,"90.000,00",90000,Oct,2021,2021-10,SES,Contratação de serviços em geral,Entre 50mil e 100mil
2610,25.205.012083.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/10/2021,AQUISIÇÃO GLP ,11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"55.888,00",55888,Oct,2021,2021-10,SES,Gás Liquefeito,Entre 50mil e 100mil
2611,25.216.001904.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,22/10/2021,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE EM CARATER EMERGENCIAL PARA 60 DIAS,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"99.109,61",99109.61,Oct,2021,2021-10,SES,Materiais de Expediente,Entre 50mil e 100mil
2612,25.240.000219.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,22/10/2021,CONTRATAÇÃO DO SERVIÇO DE HEMODIÁLISE.,13.377.317/0001-93 - CTERT CENTRO DE TRATAMENTO ESPECIALIZADO RENAL E TRANSPLANTES S/S LTDA,"174.000,00",174000,Oct,2021,2021-10,SES,Contratação de serviços em geral,Acima de 150mil
2613,30.000.298232.2021,ENCARGOS GERAIS DO ESTADO,22/10/2021,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM GUARABIRA,12.727.145/0001-78 - GUARAVES GUARABIRA ALVES LTDA,"13.300,00",13300,Oct,2021,2021-10,EGE,Locação de Imóvel,Abaixo de 50 mil
2614,25.000.001530.2021,SECRETARIA DE ESTADO DA SAÚDE,25/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"5.858,40",5858.4,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2615,25.000.001631.2021,SECRETARIA DE ESTADO DA SAÚDE,25/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS  ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"106.119,00",106119,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 100mil e 150mil
2616,25.000.001693.2021,SECRETARIA DE ESTADO DA SAÚDE,25/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CLORIDRATO DE METILFENIDATO 36MG),51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"3.688,20",3688.2,Oct,2021,2021-10,SES,Compra de Medicamentos,Abaixo de 50 mil
2617,25.237.000302.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),25/10/2021,AQUISIÇÃO DE ÁGUA MINERAL,03.977.181/0001-07 - PLATINA MINERAL LTDA,"36.000,00",36000,Oct,2021,2021-10,SES,Outros,Abaixo de 50 mil
2618,22.000.015922.2021,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,26/10/2021,CONTRATAÇÃO COMPLEMENTAR DE SERVIÇOS DE ACESSO À INTERNET MÓVEL 3G/4G,Razão Social não encontrada,"240.473,87",240473.87,Oct,2021,2021-10,SEE,Serviços de telefonia e internet,Acima de 150mil
2619,25.000.001230.2021,SECRETARIA DE ESTADO DA SAÚDE,26/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAGUE DE 25 MG E DE 50 MG) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.837.405,22",1837405.22,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2620,25.000.2909547.2021,SECRETARIA DE ESTADO DA SAÚDE,26/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE EIRELI,"117.600,00",117600,Oct,2021,2021-10,SES,Contratação de serviços em geral,Entre 100mil e 150mil
2621,25.203.001662.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,26/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM VÍDEO MONITORAMENTO,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"267.600,00",267600,Oct,2021,2021-10,SES,Contratação de serviços em geral,Acima de 150mil
2622,25.234.000039.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,26/10/2021,CONTRATAÇÃO DE EMPRESA PARA ADEQUAÇÃO DE BANCADAS E ALIMENTAÇÃO ELÉTRICA,25.048.327/0001-64 - DANIELE MAIA DA SILVA,"9.845,60",9845.6,Oct,2021,2021-10,SES,Obras e serviços de engenharia,Abaixo de 50 mil
2623,25.234.000040.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,26/10/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE ENGENHARIA,25.048.327/0001-64 - DANIELE MAIA DA SILVA,"304.549,75",304549.75,Oct,2021,2021-10,SES,Obras e serviços de engenharia,Acima de 150mil
2624,25.237.000317.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),26/10/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LAVANDERIA,"20.546.182/0002-99 - SERVBRASIL SOLUCOES EM ALIMENTACAO, LIMPEZA E LAVANDERIA LTDA","1.033.500,00",1033500,Oct,2021,2021-10,SES,Contratação de serviços em geral,Acima de 150mil
2625,23.901.000070.2021,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,27/10/2021,CONTRATAÇÃO DE SERVIÇO DE TÉCNICOS ESPECIALIZADOS MANUTENÇÃO DE ACESSO A REPAD,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"19.800,00",19800,Oct,2021,2021-10,CBMPB,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
2626,25.000.001232.2021,SECRETARIA DE ESTADO DA SAÚDE,27/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,"73.856.593/0001-66 - PRATI, DONADUZZI & CIA LTDA","66.286,60",66286.6,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 50mil e 100mil
2627,25.000.001532.2021,SECRETARIA DE ESTADO DA SAÚDE,27/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"187.190,40",187190.4,Oct,2021,2021-10,SES,Compra de Medicamentos,Acima de 150mil
2628,25.213.000798.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,27/10/2021,LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (OXIGÊNIO E AR COMPRIMIDO),03.259.614/0001-80 - R.C. COMERCIO GASES E EQUIPAMENTOS LTDA-ME,"120.000,00",120000,Oct,2021,2021-10,SES,Locação de Imóvel,Entre 100mil e 150mil
2629,25.240.000222.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,27/10/2021,AQUISIÇÃO DE MATERIAIS MÉDICO-HOSPITALARES.,17.227.485/0001-53 - L.G PRODUTOS HOSPITALARES LTDA,"3.417.178,40",3417178.4,Oct,2021,2021-10,SES,Material e Equipamentos Hospitalares,Acima de 150mil
2630,25.237.000334.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),28/10/2021,SERVIÇOS LABORATORIO ANALIS CLINICAS,10.485.989/0001-25 - VESCIA MARIA FERNANDES DUARTE EIRELI,"45.000,00",45000,Oct,2021,2021-10,SES,Exame Hospitalar,Abaixo de 50 mil
2631,25.000.001531.2021,SECRETARIA DE ESTADO DA SAÚDE,29/10/2021,AQUISIÇÃO EMERGENCIAL DE BOLSA DE UROSTOMIA COLOPLAST,27.963.904/0001-79 - IRIS PALHANO ALVES DA SILVA,"7.731,00",7731,Oct,2021,2021-10,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
2632,25.000.002270.2021,SECRETARIA DE ESTADO DA SAÚDE,29/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENZALUTAMIDA 40MG) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"57.506,40",57506.4,Oct,2021,2021-10,SES,Compra de Medicamentos,Entre 50mil e 100mil
2633,25.216.001943.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,29/10/2021,AQUISIÇÃO DE MATERIAS DE HIGIENIZAÇÃO EM CARATER EMERGENCIAL PARA 60 DIAS,38.308.355/0001-15 - M&M COMERCIO VAREJISTA DE SANEANTES EIRELI,"374.551,18",374551.18,Oct,2021,2021-10,SES,Outros,Acima de 150mil
2634,30.000.115378.2021,ENCARGOS GERAIS DO ESTADO,29/10/2021,LOCAÇÃO DE IMÓVEL SEDE DA 5ª GERÊNCIA REGIONAL DE EDUCAÇÃO EM MONTEIRO,07.055.103/0001-06 - N NUNES NEGÓCIOS IMOBILIÁRIOS LTDA,"18.000,00",18000,Oct,2021,2021-10,EGE,Locação de Imóvel,Abaixo de 50 mil
