Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado
22.000.008297.2022,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,7/4/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA INSTALAÇÃO DE REDE CANALIZADA DE GÁS LP,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"3.000,00",3000.00
25.000.001101.2022,SECRETARIA DE ESTADO DA SAÚDE,7/4/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAGUE DE 25MG E DE 50MG),10.586.940/0001-68 - ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.747.177,04",1747177.04
25.000.001246.2022,SECRETARIA DE ESTADO DA SAÚDE,7/4/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"197.930,97",197930.97
25.242.000027.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,7/4/2022,AQUISIÇÃO DE MEDICAMENTOS,31.059.333/0001-10 - CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,"2.639,30",2639.30
30.000.293222.2022,ENCARGOS GERAIS DO ESTADO,7/4/2022,LOCAÇÃO DE IMÓVEL DIRETORIA DE RECURSOS MINERAIS E HIDROGEOLOGIA EM CAMPINA GRANDE,040.196.284-91 - JOSÉ DE ARIMATÉA ROCHA,"25,50",25.50
25.000.000508.2022,SECRETARIA DE ESTADO DA SAÚDE,8/4/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 1.000MG, 250MG E 500MG)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"93.348,13",93348.13
30.000.031961.2022,ENCARGOS GERAIS DO ESTADO,8/4/2022,LOCAÇÃO DE IMÓVEL 8ª SECCIONAL DE POLICIA CIVIL EM GUARABIRA,154.070.204-91 - AUREA CARNEIRO,"2.650,00",2650.00
22.201.000215.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,11/4/2022,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA,Razão Social não encontrada,"16.161,83",16161.83
25.000.000126.2022,SECRETARIA DE ESTADO DA SAÚDE,11/4/2022,AQUISIÇÃO EMERGENCIAL DE BISTURIS ELÉTRICOS,56.014.475/0001-91 - DELTRONIX EQUIPAMENTOS LTDA,"1.872.601,38",1872601.38
25.215.000038.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,11/4/2022,AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO PREDIAL,33.932.061/0001-46 - LEÃO COMÉRCIO DE MULTI UTILIDADES LTDA,"85.015,53",85015.53
25.215.000040.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,11/4/2022,AQUISIÇÃO DE MEDICAMENTOS DIVERSOS,35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,"2.139.321,40",2139321.40
25.216.000402.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,11/4/2022,AQUISIÇÃO DE GASES MEDICINAIS EM CARATER EMERGENCIAL 180 DIAS,24.380.578/0001-89 - WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE,"2.591.947,50",2591947.50
25.237.000121.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),11/4/2022,SOLICITACAO DE SERVICO PARA REALIZACAO DE TESTES PARA GASOMETRIA (180 DIAS),01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"59.364,00",59364.00
25.242.000028.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,11/4/2022,AQUISIÇÃO DE ÁGUA MINERAL,20.689.632/0001-11 - VERA LUCIA CORLETT MARQUES - ME,"6.060,00",6060.00
25.250.000259.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,11/4/2022,CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TECNOLOGIA DA INFORMAÇÃO,43.387.119/0001-71 - PREMIUS TECNOLOGIA EM DESENVOLVIMENTO DE SOFTWARE LTDA,"48.000,00",48000.00
22.208.000040.2022,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,12/4/2022,IMPLANTAÇÃO DO SISTEMA PBDOC,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"40.992,00",40992.00
25.000.000516.2022,SECRETARIA DE ESTADO DA SAÚDE,12/4/2022,"EMERGENCIAL DE MEDICAMENTOS (CLOBAZAM DE 10MG E DE 20MG, GABAPENTINA 400MG E VIGABATRINA 500MG)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"104.034,36",104034.36
25.000.000537.2022,SECRETARIA DE ESTADO DA SAÚDE,12/4/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,Razão Social não encontrada,"111.946,20",111946.20
25.000.000936.2022,SECRETARIA DE ESTADO DA SAÚDE,12/4/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"655.314,24",655314.24
25.000.001229.2022,SECRETARIA DE ESTADO DA SAÚDE,12/4/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG) ,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"84.214,80",84214.80
25.000.001365.2022,SECRETARIA DE ESTADO DA SAÚDE,12/4/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 2670MG),08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"230.045,40",230045.40
25.000.001370.2022,SECRETARIA DE ESTADO DA SAÚDE,12/4/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OLAPARIBE 150MG),60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"276.872,96",276872.96
25.240.000081.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,12/4/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE DE GASES DESTINADO AO COMBATE AO COVID-19.,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"157.562,40",157562.40
25.242.000029.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,12/4/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GASES MEDICINAIS,05.329.135/0001-19 - ALEXSANDRO SANTOS DA SILVA,"151.680,00",151680.00
25.250.000253.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,12/4/2022,CONTRATAÇÃO DE UMA EMPRESAS ESPECIALIZADA EM LOCAÇÃO DE VEÍCULOS,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,"45.479,88",45479.88
25.250.000261.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,12/4/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM CONDICIONADORES DE AR,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"49.560,00",49560.00
31.205.002256.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,12/4/2022,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MONITORAMENTO ELETRÔNICO ,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"26.154,29",26154.29
25.000.001171.2022,SECRETARIA DE ESTADO DA SAÚDE,13/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40MG/ML),18.459.628/0097-67 - BAYER S.A.,"127.978,00",127978.00
25.000.001377.2022,SECRETARIA DE ESTADO DA SAÚDE,13/04/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (TRIPTORRELINA DE 3,75 MG E DE 11,25MG) ",07.484.373/0001-24 - UNI HOSPITALAR LTDA,"227.427,42",227427.42
25.216.000516.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/04/2022,AQUISIÇÃO DE MATERIAL MÉDICO - CPRE EM CARÁTER EMERGENCIAL,01.437.707/0001-22 - SCITECH PRODUTOS MEDICOS SA,"737.500,00",737500.00
25.216.000517.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/04/2022,AQUISIÇÃO DE ÁGUA MINERAL EM CARÁTER EMERGENCIAL,32.515.669/0001-02 - RENATA LIDIA RODRIGUES,"70.850,00",70850.00
25.237.000109.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),13/04/2022,SOLICITACAO SERVICO DE MANUTENCAO PREVENTIVA E/OU CORRETIVA,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"360.000,00",360000.00
26.201.030492.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,13/04/2022,CONTRATAÇÃO EMERGENCIAL PARA RECUPERAÇÃO DE MURO DA CIRETRAN DE MAMANGUAPE,33.026.856/0001-95 - ALTURIMAR RODRIGUES MOREIRA SEGUNDO - ARS ENGENHARIA E SERVIÇOS,"43.830,12",43830.12
38.000.000080.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,13/04/2022,AQUISIÇÃO DE FILTRO PARA EXAME DE DNA ,33.069.212/0008-50 - MERCK S/A,"109.760,00",109760.00
25.203.000242.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,18/04/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM VÍDEO MONITORAMENTO,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"228.900,00",228900.00
25.237.000131.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/04/2022,CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE DIAGNOSTICO LABORATORIAIS DE ANALISES CLINICAS,32.958.432/0001-04 - SLE SERVIÇO DE LABORATÓRIO ESPECIALIZADO LTDA,"357.238,50",357238.50
25.237.000132.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/04/2022,CONTRATACAO DE EMPRESA DE LAVANDERIA HOSPITALAR ,"20.546.182/0001-08 - SERVBRASIL SOLUCOES EM ALIMENTACAO, LIMPEZA E LAVANDERIA LTDA","826.800,00",826800.00
25.250.000265.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,18/04/2022,CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA EM LOCAÇÃO DE MAQUINAS COPIADORAS,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"48.000,00",48000.00
31.205.001988.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,18/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NOS SISTEMAS SIAF E REPAD.,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"64.080,00",64080.00
22.000.009592.2022,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,19/04/2022,AQUISIÇÃO DE MATERIAL ELÉTRICO (CASA DO ESTUDANTE E ECI DR TRAJANO PIRES DA NÓBREGA),13.603.534/0001-54 - CENTER LUZ SERVICOS E COMERCIO DE MATERIAL ELETRICO EIRELI,"37.407,13",37407.13
25.205.012310.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,19/04/2022,CONSERTO DE APARELHO DE TOMOGRAFIA,34.235.284/0001-17 - TECHNOCARE COMERCIO E SERVIÇOS DE PRODUTOS MEDICOS HOSPITALARES,"86.586,00",86586.00
25.250.000278.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,19/04/2022,AQUISIÇÃO DE MATERIAL ODONTOLÓGICO,34.698.454/0001-08 - DENTALMED PRODUTOS PARA SAÚDE LTDA,"25.026,00",25026.00
26.000.000184.2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,19/04/2022,SERVIÇOS DE ENGENHARIA PARA TRATAMENTO TÉRMICO DE PAREDES DO CIOP/JP E OUTROS,19.052.073/0001-55 - MULTISERVICE CONSTRUÇÕES E SERVIÇOS EIRELI,"95.857,27",95857.27
25.000.000933.2022,SECRETARIA DE ESTADO DA SAÚDE,20/04/2022,AQUISIÇÃO EMERGENCIAL DE CURATIVOS BIOLÓGICOS E MEDICAMENTOS DIVERSOS,12.600.168/0001-17 - MOLNLYCKE HEALTH CARE VENDA DE PRODUTOS MEDICOS LTDA,"254.859,00",254859.00
25.000.001925.2022,SECRETARIA DE ESTADO DA SAÚDE,20/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"91.048,86",91048.86
30.000.000844.2022,ENCARGOS GERAIS DO ESTADO,20/04/2022,FORNECIMENTO DE VALE ALIMENTAÇÃO ,47.866.934/0001-74 - TICKET SERVICOS S/A,"1.128.000,00",1128000.00
32.901.900010.2022,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,20/04/2022,AQUIS.DE (MUDAS DE COCO ANÃO VERDE) DISTRIB. JUNTO AOS COCAICULTORES FAMILIARES DO PERÍMETRO ,12.721.981/0001-45 - ARCORUN,"30.000,00",30000.00
25.000.001093.2022,SECRETARIA DE ESTADO DA SAÚDE,22/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"404.762,40",404762.40
25.205.012312.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/04/2022,AQUISIÇÃO DE MATERIAL DE DESCARTÁVEL ,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"65.223,80",65223.80
25.237.000133.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),22/04/2022,AQUISICAO DE EXTENSOR PARA BOMBA DE SERINGA E SERINGAS,58.426.628/0001-33 - SAMTRONIC IND.E COMERCIO LTDA,"535.000,00",535000.00
26.000.000095.2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,22/04/2022,PERSIANAS VERTICAIS E CORTINAS TIPO ROLÔ,01.672.499/0001-46 - COMERCIAL PLANETA,"4.854.708,40",4854708.40
30.000.126143.2022,ENCARGOS GERAIS DO ESTADO,22/04/2022,LOCAÇÃO DE IMÓVEL SEDE DA SEAFDS E DO PROJETO PROCASE EM JOÃO PESSOA,036.002.404-12 - RODRIGO AQUINO MAIA DE CASTRO,"30.000,00",30000.00
30.000.149160.2022,ENCARGOS GERAIS DO ESTADO,22/04/2022,LOCAÇÃO DE IMÓVEL PROGRAMA INTEGRADO PATRULHA MARIA DA PENHA EM CAMPINA GRANDE,008.792.314-91 - ROBERTO CORREIA DO MONTE,"3.800,00",3800.00
25.000.001931.2022,SECRETARIA DE ESTADO DA SAÚDE,25/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (IBRUTINIBE 140MG),51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"897.696,00",897696.00
25.205.012313.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,25/04/2022,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"366.012,41",366012.41
25.213.000188.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,25/04/2022,AQUISIÇÃO DE MATERIAIS DE ROUPARIA E COSTURA,24.376.241/0001-06 - CR COMÉRCIO DE TECIDOS EIRELI - ME,"123.491,30",123491.30
25.234.000008.2022,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,25/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO EM SERVIÇOS TÉCNICOS EM APARELHOS CONDICIONADORES,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"52.200,00",52200.00
31.901.002941.2022,SECTMA/FUNDO ESTADUAL DE PROTEÇÃO AO MEIO AMBIENTE,25/04/2022,CONTRATAÇÃO FAPESQ,41.134.719/0001-00 - FUNDACAO DE APOIO A PESQUISA DO EST.DA PARAIBA,"2.710.281,60",2710281.60
22.201.000313.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,26/04/2022,MATERIAL DE CONSUMO,10.948.040/0001-13 - G5 COMERCIO DE MADEIRAS LTDA,"105.605,20",105605.20
25.000.002022.2022,SECRETARIA DE ESTADO DA SAÚDE,26/04/2022,"SERV DE MANUT PREV, CORRET E CALIB COM REPOS DE PEÇAS ORIG NOS EQUIP FANEM",10.757.876/0001-30 - SR PRODUTOS MEDICOS LTDA,"285.780,00",285780.00
25.205.012317.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,26/04/2022,AQUISIÇÃO DE GASES MEDICINAIS,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"792.535,00",792535.00
25.237.000140.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),26/04/2022,AQUISICAO DE NUTRICAO PARENTERAL PARA NEONATAL,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"89.670,00",89670.00
37.000.000196.2022,"SECRETARIA DE ESTADO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO",26/04/2022,AQUISIÇÃO DE MATERIAIS DE INFORMÁTICA,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"450,00",450.00
22.201.000328.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,27/04/2022,MATERIAL DE CONSUMO,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"11.855,39",11855.39
25.000.001102.2022,SECRETARIA DE ESTADO DA SAÚDE,27/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,"05.106.015/0001-52 - CALL MED COMERCIO DE MEDICAMENTOS E REP, LTDA","592.794,00",592794.00
25.000.001380.2022,SECRETARIA DE ESTADO DA SAÚDE,27/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RALOXIFENO 60MG) ,43.940.618/0001-44 - ELI LILLY DO BRASIL LTDA,"365.340,90",365340.90
25.000.001541.2022,SECRETARIA DE ESTADO DA SAÚDE,27/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SUCCINATO DE RIBOCICLIBE 200MG),04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"164.218,32",164218.32
25.203.000177.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,27/04/2022,EMERGENCIAL DE MANUT. CORRE. E PREV. C/ REPO. DE PEÇAS ORIGINAIS EM APARELHOS DE RADIODIAGNÓSTICO,35.465.392/0001-49 - ACIONADOR MEDICO COMERCIO LTDA,"150.169,80",150169.80
25.203.000364.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,27/04/2022,COMPRA EMERGENCIAL DE MATERIAL GRÁFICO E ETIQUETAS,41.570.283/0001-94 - SD COMERCIO DE ARTIGOS DE BRINDES E SERVIÇOS GRAFICOS LTDA,"52.774,00",52774.00
25.203.000415.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,27/04/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM HIGIENIZAÇÃO HOSPITALAR,04.427.309/0001-13 - ALERTA SERVIÇOS EIRELI - ME,"1.338.000,00",1338000.00
25.901.000019.2022,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,27/04/2022,CONTRATAÇÃO DE EMPRESA PARA PROVIMENTO DE INTERNET,06.346.446/0001-59 - SITECNET INFORMATICA LTDA -ME,"4.788,00",4788.00
25.901.000020.2022,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,27/04/2022,AQUISIÇÃO DE MATERIAL DE CONSUMO - ÁGUA MINERAL,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"9.994,40",9994.40
28.000.000169.2022,PROJETO COOPERAR,27/04/2022,SOLICITA AQUISIÇÃO DE 10 (DEZ) SMARTPHONES PARA ATENDER NECESSIDADE DO PROJETO COOPERAR,43.905.981/0001-29 - GNBTECH SUPPLY TECNOLOGIA LTDA,"19.890,00",19890.00
30.000.003861.2022,ENCARGOS GERAIS DO ESTADO,27/04/2022,LOCAÇÃO DE IMÓVEL PELOTÃO DA POLICIA MILITAR EM COREMAS,236.721.884-68 - REGINALDO CAVALCANTE,"1.350,00",1350.00
30.000.100853.2022,ENCARGOS GERAIS DO ESTADO,27/04/2022,LOCAÇÃO DE IMÓVEL COMPONENTE ESP. DE ASSIST. FARMAUCÊUTICA - CEAF EM JOÃO PESSOA,203.324.084-34 - ELIANA COSTA DE LACERDA,"5.990,00",5990.00
30.000.140430.2022,ENCARGOS GERAIS DO ESTADO,27/04/2022,LOCAÇÃO DE IMÓVEL ECI DR. JOSÉ DUARTE FILHO EM UIRAÚNA,015.939.554-21 - MANOEL ALVES DA SILVA JÚNIOR,"4.250,00",4250.00
31.205.003154.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,27/04/2022,"AQUISIÇÃO DE COLETES, CAMISAS E BONÉS PARA FARDAMENTO",33.932.061/0001-46 - LEÃO COMÉRCIO DE MULTI UTILIDADES LTDA,"24.130,00",24130.00
25.000.001376.2022,SECRETARIA DE ESTADO DA SAÚDE,28/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 800MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"221.270,00",221270.00
25.000.001386.2022,SECRETARIA DE ESTADO DA SAÚDE,28/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"146.851,44",146851.44
25.242.000033.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,28/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE IMPRESSORAS MULTIFUNCIONAIS,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,"9.960,00",9960.00
25.000.001375.2022,SECRETARIA DE ESTADO DA SAÚDE,29/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","222.468,00",222468.00
25.000.001954.2022,SECRETARIA DE ESTADO DA SAÚDE,29/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"317.100,00",317100.00
25.203.000358.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,29/04/2022,EMERGENCIAL MATERIAIS MÉDICOS,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI,"318.745,00",318745.00
19.901.000129.2022,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,2/5/2022,AQUISIÇÃO DE TINTAS PARA PINTURA DA ESPEP,09.357.813/0001-08 - HORZ INDÚSTRIA E COMÉRCIO DE TINTAS E VERNIZES LTDA,"17.563,37",17563.37
22.204.000405.2022,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,2/5/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM VENDA E RECARGA PARCELADA DE BOTIJÃO DE GÁS BUTANO ,03.092.570/0001-47 - REVENDEDORA DE GAS DO BRASIL LTDA,"23.719,50",23719.50
25.000.001075.2022,SECRETARIA DE ESTADO DA SAÚDE,2/5/2022,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR PKY MAIOR QUE UM ANO,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"97.801,56",97801.56
25.000.002458.2022,SECRETARIA DE ESTADO DA SAÚDE,2/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"793.665,00",793665.00
25.240.000084.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,2/5/2022,"SERVIÇO DE LOCAÇÃO DE SISTEMA DE CFTV FULL COM INSTALAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA",02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"21.663,78",21663.78
30.000.160813.2022,ENCARGOS GERAIS DO ESTADO,2/5/2022,LOCAÇÃO DE IMÓVEL ANEXO II DA MATERNIDADE FREI DAMIÃO EM JOÃO PESSOA,069.858.154-72 - ESPEDITA BEZERRA DE LIMA,"20.900,00",20900.00
38.000.000079.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,2/5/2022,SOLUÇÃO REUNIÕES VIRTUAIS ,24.544.987/0001-73 - JOSÉ CARLOS RODRIGUES VELOSO,"17.918,00",17918.00
25.000.001812.2022,SECRETARIA DE ESTADO DA SAÚDE,3/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"106.078,74",106078.74
25.237.000144.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),3/5/2022,AQUISICAO  DE PANIFICADOS,09.269.135/0001-21 - PANIFICADORA E PASTELARIA VITORIA LTDA - ME,"53.310,00",53310.00
25.000.001805.2022,SECRETARIA DE ESTADO DA SAÚDE,4/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"248.878,32",248878.32
25.000.002617.2022,SECRETARIA DE ESTADO DA SAÚDE,4/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"760.096,75",760096.75
25.216.000622.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,4/5/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS RADIOLOGICOS COM FORNECIMENTO DE PEÇAS,19.692.519/0001-06 - DARIO RODRIGUES DA SILVA,"279.000,00",279000.00
25.237.000152.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),4/5/2022,AQUISICAO DE AGUA MINERAL,26.862.173/0001-02 - JOSE SANTOS NETO,"36.000,00",36000.00
07.000.000190.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",5/5/2022,AQUISIÇÃO DE DICLORO PARA PISCINAS DA VILA OLÍMPICA PARAHYBA,20.476.623/0001-42 - CARBALLO COMERCIO LTDA - EPP,"37.031,00",37031.00
